src/features/folder-context/utils/folderContextErrors.ts:228	prop:title	Permission denied.
src/features/folder-context/utils/folderContextErrors.ts:238	prop:title	Could not move the item to the trash.
src/features/preferences/components/preferences-dialog.tsx:40	prop:label	System
src/features/preferences/components/preferences-dialog.tsx:41	prop:label	Light
src/features/preferences/components/preferences-dialog.tsx:42	prop:label	Dark
src/features/preferences/components/preferences-dialog.tsx:46	prop:label	Neutral
src/features/preferences/components/preferences-dialog.tsx:47	prop:label	Red
src/features/preferences/components/preferences-dialog.tsx:48	prop:label	Orange
src/features/preferences/components/preferences-dialog.tsx:49	prop:label	Amber
src/features/preferences/components/preferences-dialog.tsx:50	prop:label	Emerald
src/features/preferences/components/preferences-dialog.tsx:51	prop:label	Cyan
src/features/preferences/components/preferences-dialog.tsx:52	prop:label	Blue
src/features/preferences/components/preferences-dialog.tsx:53	prop:label	Violet
src/features/preferences/components/preferences-dialog.tsx:54	prop:label	Fuchsia
src/features/preferences/components/preferences-dialog.tsx:72	prop:label	Name
src/features/preferences/components/preferences-dialog.tsx:73	prop:label	Modified date
src/features/preferences/components/preferences-dialog.tsx:74	prop:label	Type
src/features/preferences/components/preferences-dialog.tsx:78	prop:label	.md
src/features/preferences/components/preferences-dialog.tsx:79	prop:label	.markdown
src/features/preferences/components/preferences-dialog.tsx:83	prop:label	LF
src/features/preferences/components/preferences-dialog.tsx:84	prop:label	CRLF
src/features/preferences/components/preferences-dialog.tsx:88	prop:label	Open
src/features/preferences/components/preferences-dialog.tsx:92	prose	Insert folder link
src/features/preferences/components/preferences-dialog.tsx:93	prose	Insert file link
src/features/preferences/components/preferences-dialog.tsx:96	prop:label	General
src/features/preferences/components/preferences-dialog.tsx:97	prop:label	Files
src/features/preferences/components/preferences-dialog.tsx:98	prop:label	Editor
src/features/preferences/components/preferences-dialog.tsx:99	prop:label	Appearance
src/features/preferences/components/preferences-dialog.tsx:114	jsx-text	Preferences
src/features/preferences/components/preferences-dialog.tsx:150	jsx-text	Restore defaults
src/features/preferences/components/preferences-dialog.tsx:169	attr:label	Record recent files and folders
src/features/preferences/components/preferences-dialog.tsx:170	attr:description	Session history records the paths you open.
src/features/preferences/components/preferences-dialog.tsx:175	attr:label	Sidebar visibility
src/features/preferences/components/preferences-dialog.tsx:176	attr:description	Applies while a folder context is open.
src/features/preferences/components/preferences-dialog.tsx:181	attr:label	Status bar visibility
src/features/preferences/components/preferences-dialog.tsx:182	attr:description	Applies while a document is open.
src/features/preferences/components/preferences-dialog.tsx:187	attr:label	Sort articles by
src/features/preferences/components/preferences-dialog.tsx:213	attr:label	Default extension for new documents
src/features/preferences/components/preferences-dialog.tsx:219	attr:label	Default line ending for new documents
src/features/preferences/components/preferences-dialog.tsx:225	attr:label	Insert final newline on save
src/features/preferences/components/preferences-dialog.tsx:226	attr:description	Ends the saved file with a line break.
src/features/preferences/components/preferences-dialog.tsx:231	attr:label	When dropping a folder
src/features/preferences/components/preferences-dialog.tsx:237	attr:label	When dropping a Markdown file
src/features/preferences/components/preferences-dialog.tsx:243	attr:label	Index file names for automatic folder open
src/features/preferences/components/preferences-dialog.tsx:244	attr:description	Base names, one per line, in the order they are tried.
src/features/preferences/components/preferences-dialog.tsx:249	attr:label	Ignored directories for folder scans
src/features/preferences/components/preferences-dialog.tsx:250	attr:description	Directory names, one per line. Matches are skipped with their contents.
src/features/preferences/components/preferences-dialog.tsx:266	attr:label	Auto pair brackets and quotes
src/features/preferences/components/preferences-dialog.tsx:267	attr:description	Closes a bracket or quote as you open one.
src/features/preferences/components/preferences-dialog.tsx:272	attr:label	Soft wrap for code blocks
src/features/preferences/components/preferences-dialog.tsx:273	attr:description	Wraps long lines instead of scrolling them.
src/features/preferences/components/preferences-dialog.tsx:293	attr:label	Appearance theme
src/features/preferences/components/preferences-dialog.tsx:311	jsx-text	Accent color
src/features/preferences/components/preferences-dialog.tsx:322	attr:aria-label	Accent color
src/features/session/components/dropped-path-overlay.tsx:63	prop:description	Leafdown is determining what the drop will do.
src/features/session/components/dropped-path-overlay.tsx:65	prop:title	Checking dropped item
src/features/session/components/dropped-path-overlay.tsx:71	prop:description	Leafdown could not inspect this item.
src/features/session/components/dropped-path-overlay.tsx:73	prop:title	Drop unavailable
src/features/session/components/dropped-path-overlay.tsx:84	prop:title	Open a document to insert a link
src/features/session/components/dropped-path-overlay.tsx:89	template	{} items selected
src/features/session/components/dropped-path-overlay.tsx:91	prop:title	Drop one item at a time
src/features/session/components/dropped-path-overlay.tsx:98	prop:title	Markdown files and folders only
src/features/session/components/dropped-path-overlay.tsx:113	prose	Insert folder link
src/features/session/components/dropped-path-overlay.tsx:114	prose	Insert file link
src/features/session/components/dropped-path-overlay.tsx:116	prose	Open folder
src/features/session/components/dropped-path-overlay.tsx:117	prose	Open Markdown file
src/features/session/hooks/useDroppedPathListener.ts:59	prose	Could not handle dropped item.
src/features/session/hooks/useDroppedPathListener.ts:67	prose	Could not enable file and folder drops.
src/features/session/hooks/useFolderContextWatcher.ts:187	prose	Could not refresh folder.
src/features/session/hooks/useFolderContextWatcher.ts:270	prose	Could not start folder watcher.
src/features/session/services/documentWorkflows.ts:213	prop:title	File missing
src/features/session/services/documentWorkflows.ts:214	prose	The saved Markdown file no longer exists. Save this document to a new path?
src/features/session/services/documentWorkflows.ts:215	prop:confirmLabel	Save as
src/features/session/services/documentWorkflows.ts:216	prop:cancelLabel	Cancel
src/features/session/services/documentWorkflows.ts:235	prop:title	File changed
src/features/session/services/documentWorkflows.ts:237	prose	The saved Markdown file changed outside Leafdown. Overwrite the file with the current document?
src/features/session/services/documentWorkflows.ts:238	prop:confirmLabel	Overwrite anyway
src/features/session/services/documentWorkflows.ts:239	prop:cancelLabel	Cancel save
src/features/session/services/dropWorkflows.ts:91	prose	Open a document before inserting a dropped link.
src/features/session/services/dropWorkflows.ts:94	prose	Drop one item at a time.
src/features/session/services/dropWorkflows.ts:97	prose	Drop a Markdown file or folder.
src/features/session/services/dropWorkflows.ts:111	prose	Open a document before inserting a dropped link.
src/features/session/services/dropWorkflows.ts:124	prose	Place the caret in the document before inserting a dropped link.
src/features/session/services/folderEntryWorkflows.ts:94	prose	Delete folder
src/features/session/services/folderEntryWorkflows.ts:94	prose	Delete file
src/features/session/services/folderEntryWorkflows.ts:97	template	Move "{}" and everything in it to the {}?
src/features/session/services/folderEntryWorkflows.ts:100	template	Move to {}
src/features/session/services/folderEntryWorkflows.ts:101	prop:cancelLabel	Cancel
src/features/session/services/openSession.ts:201	prop:title	Could not open folder index file.
src/features/session/services/unsavedChanges.ts:15	prop:title	Unsaved changes
src/features/session/services/unsavedChanges.ts:16	prose	The active document has unsaved changes. Discard them and continue?
src/features/session/services/unsavedChanges.ts:17	prop:confirmLabel	Discard changes
src/features/session/services/unsavedChanges.ts:18	prop:cancelLabel	Keep editing
src/lib/cancellation.ts:56	prose	Operation cancelled.
src/lib/errors.ts:139	prose	Unknown thrown value.
src/lib/errors.ts:143	prose	Unknown thrown value.
src/lib/errors.ts:146	prose	Unknown thrown value.
src/lib/errors.ts:152	template	Unexpected error ({}).
src/lib/errors.ts:152	prose	Unexpected error.
